symbol,timestamp,open,high,low,close,volume,trade_count,vwap
QQQ,2022-01-31 18:00:00+00:00,360.27,360.51,359.18,360.2168,8463387.0,57053.0,359.925035
QQQ,2022-01-31 19:00:00+00:00,360.24,361.47,359.91,361.1282,8831350.0,55951.0,360.898706
QQQ,2022-01-31 20:00:00+00:00,361.12,363.65,358.77,363.28,20225663.0,154248.0,361.822781
QQQ,2022-01-31 21:00:00+00:00,363.24,363.6236,362.06,362.42,6556801.0,5992.0,362.90221
QQQ,2022-01-31 22:00:00+00:00,362.35,363.05,362.22,362.4,374625.0,1587.0,362.796439
QQQ,2022-01-31 23:00:00+00:00,362.4,362.87,362.3,362.54,147358.0,688.0,362.56024
QQQ,2022-02-01 00:00:00+00:00,362.54,362.9,362.31,362.69,111580.0,646.0,362.590657
QQQ,2022-02-01 09:00:00+00:00,364.0,364.72,362.0,362.84,154038.0,1523.0,363.573407
QQQ,2022-02-01 10:00:00+00:00,362.9,363.6,362.5,362.76,93463.0,750.0,363.085391
QQQ,2022-02-01 11:00:00+00:00,362.94,363.5,362.37,362.74,77362.0,727.0,362.714099
QQQ,2022-02-01 12:00:00+00:00,362.67,364.27,362.61,363.98,401382.0,2501.0,363.661924
QQQ,2022-02-01 13:00:00+00:00,362.99,364.8,362.1504,364.47,572292.0,4325.0,364.32984
QQQ,2022-02-01 14:00:00+00:00,364.57,364.8,360.53,361.852,13177750.0,128140.0,362.27174
QQQ,2022-02-01 15:00:00+00:00,361.87,362.41,359.14,362.275,13257173.0,142615.0,360.85362
QQQ,2022-02-01 16:00:00+00:00,362.26,364.3199,361.91,363.88,9900626.0,88873.0,363.064896
QQQ,2022-02-01 17:00:00+00:00,363.8714,364.02,361.87,363.395,6792838.0,63563.0,362.829549
QQQ,2022-02-01 18:00:00+00:00,363.39,363.48,362.06,362.7591,4912541.0,50378.0,362.867959
QQQ,2022-02-01 19:00:00+00:00,362.76,363.3,361.39,362.49,5850719.0,57604.0,362.343676
QQQ,2022-02-01 20:00:00+00:00,362.48,366.19,362.27,365.5,13167483.0,109392.0,364.781314
QQQ,2022-02-01 21:00:00+00:00,365.54,369.06,365.33,368.52,5657309.0,9614.0,366.257845
QQQ,2022-02-01 22:00:00+00:00,368.52,368.95,365.52,368.92,926665.0,1919.0,367.341608
QQQ,2022-02-01 23:00:00+00:00,368.92,368.92,368.34,368.67,239003.0,977.0,368.595485
QQQ,2022-02-02 00:00:00+00:00,368.68,369.1,368.66,369.1,198532.0,867.0,368.943072
QQQ,2022-02-02 09:00:00+00:00,369.99,371.88,369.86,371.83,156176.0,1255.0,370.613037
QQQ,2022-02-02 10:00:00+00:00,371.7,371.7,370.66,370.76,54541.0,594.0,371.286608
QQQ,2022-02-02 11:00:00+00:00,370.94,371.28,370.25,371.1,169256.0,998.0,370.579567
QQQ,2022-02-02 12:00:00+00:00,371.19,372.05,370.78,371.74,384957.0,2925.0,371.701522
QQQ,2022-02-02 13:00:00+00:00,371.5996,372.0,365.794,369.93,869229.0,5839.0,370.768742
QQQ,2022-02-02 14:00:00+00:00,369.88,370.1,366.37,368.04,10817234.0,127622.0,368.372048
QQQ,2022-02-02 15:00:00+00:00,368.12,369.83,366.12,367.29,13969982.0,167470.0,367.885752
